Name,Education
Andrei Kosogov,"Bachelor of Science in Engineering, Moscow Power Engineering Institute"
Guilherme Peirao Leal,"Bachelor of Arts/Science, Universidade de Sao Paulo"
Theodore Leonsis,
Li Denghai,
Liang Qin & family,
Liang Yaoming,
Liu Hua,
Liu Xuejing & family,
Anatoly Lomakin,"Bachelor of Arts/Science, Moscow Institute of International Relations"
Lu Rongfu,
Antonio Marcegaglia,"Bachelor of Business Administration, Bocconi University"
Emma Marcegaglia,"Bachelor of Business Administration, Bocconi University; Master of Business Administration, New York University"
Ilson Mateus,
Terence (Terry) Matthews,"Doctorate, Carleton College; Bachelor of Arts/Science, University of Wales"
Trevor Milton,"Drop Out, Utah Valley University"
Nirmal Minda,
Robert Mouawad,
Judith Neilson,
Kerr Neilson,"Bachelor of Arts/Science, University of Cape Town"
Vadim Novinsky,"Bachelor of Arts/Science, Academy of Civil Aviation (Leningrad)"
John Ocampo,"Bachelor of Engineering, Santa Clara University"
Jonathan Oringer,"Master of Science, Columbia University; Bachelor of Arts/Science, SUNY Stony Brook"
Andreas Pohl,
"Reinfried Pohl, Jr.",
Qi Jinxing,
Qian Jinghong,
Vito Rodriguez Rodriguez,
Oliver Samwer,"Bachelor of Arts/Science, WHU - Otto Beisheim School of Management"
Martin Selig,"Bachelor of Arts/Science, University of Washington"
Airat Shaimiev,"Bachelor of Arts/Science, Moscow Power Engineering Institute, Kazan"
Amnon Shashua,
Nobutoshi Shimamura,
Michael Spencer,"Bachelor of Arts/Science, Oxford University"
Edward Stack,"Bachelor of Arts/Science, St. John Fisher College"
Thomas Steyer,"Master of Business Administration, Stanford University; Bachelor of Arts/Science, Yale University"
Tan Ruiqing,
Itaru Tanimura,
Sukanto Tanoto,
Alexander Tedja,
Jim Thompson,"Bachelor of Arts/Science, San Jose State University"
Jonathan Tisch,
Wilma Tisch,"Bachelor of Arts/Science, Skidmore College"
Gisele Trajano,
Jayshree Ullal,"Bachelor of Arts/Science, San Francisco State University; Master of Science, Santa Clara University"
Vardis Vardinoyannis & family,
Sunny Varkey,
Wang Jianfeng & family,
Wang Junjin,
Wang Mingwang,"EMBA, Sun Yat-sen University"
Wang Xiaoshen,
Werner O. Weber,
Drorit Wertheim,
"Alfred West, Jr.","Bachelor of Arts/Science, Georgia Institute of Technology; Master of Business Administration, University of Pennsylvania, The Wharton School"
Wu Po Sum,
Xie Ketao,
Swift Xie,
Yu Guo,
"Richard Yuengling, Jr.","Drop Out, Lycoming College"
Clayton Zekelman,
Zheng Hong & family,
Shusheng Zheng,"Doctorate, Zhejiang University"
Zhuo Jun,
Inigo Zobel,
Sanjay Agarwal,"Chartered Accountant, Institute of Chartered Accountants of India"
Hamad bin Jassim bin Jaber Al Thani,
Nerio Alessandri,
Mika Anttonen,
Ryuji Arai,
Mehmet Aydinlar,
Achal Bakeri,"Master of Business Administration, Marshall School of Business"
Elena Baturina,"Bachelor of Arts/Science, State University of Management"
Othman Benjelloun & family,"Diploma, Ecole Polytechnique de Lausanne"
Oleg Boyko,"Master of Science, Moscow Aviation University; Master of Business Administration, Russian National Academy of National Economy and Public Administration"
Ludwig Theodor Braun,
Ana Maria Brescia Cafferata,
Chris Britt,"Bachelor of Arts/Science, Tulane University"
Rafal Brzoska,
Chuck Bundrant,"Drop Out, Middle Tennessee State University"
Pradip Burman,"Bachelor of Engineering, Massachusetts Institute of Technology"
Cao Xiaochun,
Chang Pyung-soon,"Bachelor of Arts/Science, Yonsei University"
Jeffrey Cheah,"Bachelor of Arts/Science, Victoria University"
Vivien Chen,
Cheng Lili,
Cho Jung-ho,"Master of Business Administration, IMD; Bachelor of Arts/Science, University of Southern California"
Cho Jyh-jer,
Chu Jian,
Eduard Chukhlebov,
Turgay Ciner,"Bachelor of Arts/Science, Istanbul Academy"
Tim Cook,"Master of Business Administration, Fuqua School of Business"
Richard Desmond,
Du Shuanghua,
Egon Durban,"Bachelor of Science, Georgetown University"
Eduardo Eurnekian,
Fan Minhua,
Feng Chenhui,"Master, Tsinghua University"
Feng Yi,
John Goff,"Chartered Accountant, University of Texas"
Kenneth Hao,
Ayman Hariri,"Bachelor of Arts/Science, Georgetown University"
Michael Heine,
Eduardo Hochschild,"Bachelor of Arts/Science, Tufts University"
Huang Dawen,
Huang Shan,
Jiang Ganjun,
Conni Jonsson,
Zbigniew Juroszek & family,
André Kasprzak,
Anna Kasprzak,
Peter Kelly,
Kim Nam-jung,"Bachelor of Arts/Science, Korea University; Master of Business Administration, University of Michigan, Stephen M. Ross School of Business"
Hemendra Kothari,"Bachelor of Arts/Economics, Bombay University"
Michael Krasny,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign"
Igor Kudryashkin,"Ph.D, Moscow Institute of Steel and Alloys"
Bernard Lewis & family,
Li Tan,"Bachelor of Arts/Science, Sichuan University"
Liang Guangwei,
Liang Jiankun & family,
Liu Jilu & family,
Mangal Prabhat Lodha,
Brandt Louie,
Lu Hongyan,
Zhaoxi Lu,
Ma Renhe,
Deepak Mehta,"Bachelor of Science, Bombay University"
Ulrike Meister,
Lidiya Mikhailova & family,
Alan Miller & family,
Martin Moller Nielsen,
Greg Mondre,
Yoshiko Mori,
Bob Muglia,"Bachelor of Science, University of Michigan"
George Alexander Muthoot,"Chartered Accountant, Institute of Chartered Accountants of India; Bachelor of Commerce, University of Kerala"
George Jacob Muthoot,"Bachelor of Science in Engineering, Manipal University"
George Thomas Muthoot,
Ranjan Pai,
Antonio Percassi,
Stefan Pierer,"Bachelor of Arts/Science, Montan University"
Qiu Minxiu,
Lily Safra,
Nobutada Saji,"Master of Business Administration, Anderson School of Management"
Thomas Sandell,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Uppsala University"
Penny Sanford,
Ilya Scherbovich,"Master of Science, Plekhanov Russian University of Economics"
Gerald Schwartz,"Master of Business Administration, Harvard University"
Anatoly Sedykh,"Bachelor of Science in Engineering, Moscow Institute of Steel and Alloys"
Radik Shaimiev,"Bachelor of Arts/Science, Kazan Institute of Civil Engineering"
Shao Xiaofeng,
Shi Xu,
Shin Chang-jae,"Doctorate, Seoul National University"
Ron Sim,
Jasminder Singh & family,
Jared Smith,"Bachelor of Science, London School of Economics"
Terry Snow,
Petter Stordalen & family,
Dirk Stroeer,
Satoshi Suzuki,
Tang Zhuang,"Bachelor of Arts/Science, Peking University; Doctorate, Univeristy of Illinois at Urbana-Champaign"
Joop van den Ende,
Masaru Wasami,
Wei Shaojun,
Farris Wilks,"Diploma, High School"
Whitney Wolfe Herd,"Bachelor of Arts/Science, Southern Methodist University"
Wu Yonghua,
Xia Shudong,"Doctorate, Beijing University"
Xiong Jun & family,
Xu Guangfu & family,
Yang Keng,"Bachelor of Arts/Science, Sichuan University"
Luis Enrique Yarur Rey,"Master of Business Administration, IESE Business School"
Ye Qiongjiu,
Yeh Kuo-I,
Yu Bangping & family,
Yu Jinkun & family,
Patrick Zalupski,"Bachelor of Science, Stetson University"
Zhang Gongyun,
Zhou Chengjian,"EMBA, Zhejiang University"
Zhou Xiayun & family,
Zhu Tao,"Doctorate in Pedagogical Sciences, Carnegie Mellon University; Doctorate, The University of Pittsburgh; Master of Science, Tsinghua University"
Aras Agalarov,"Bachelor of Arts/Science, Baku Polytechnical Instit"
Syed Mokhtar AlBukhary,"Drop Out, High School"
Anant Asavabhokin,
Thomas Bailey,"Bachelor of Arts/Science, Michigan State University; Master of Business Administration, University of Western Ontario"
Shay Banon,
Sachin Bansal,"Bachelor of Science in Engineering, Indian Institute of Technology"
Christian Bertermann,"Bachelor of Business Administration, University of Manheim"
Cao Kejian,
Edouard Carmignac,
Chen Gang,
Chen Tianqiao,"Bachelor of Arts/Science, Fudan University"
Henry Cheng,"Bachelor of Arts/Science, The University of Western Ontario - Richard Ivey School of Business; Master of Business Administration, The University of Western Ontario - Richard Ivey School of Business"
Cheng Wei,
Chey Ki-won,
Chua Thian Poh,
Ronald Clarke,"Bachelor of Arts/Science, Colby College; Master of Business Administration, Cornell University"
Sandor Csanyi,
Diego Della Valle,
Deng Hui & family,"Ph.D, Washington University in St. Louis"
Carl DeSantis,
Mathias Doepfner,
Aydin Dogan,
Marek Dospiva,
Wesley Edens,"Bachelor of Arts/Science, Oregon State University"
Wolfgang Egger,
Gabriel Escarrer,
Fan Zhaoxia & family,
Clement Fayat & family,
Gleb Fetisov,"Doctorate, Moscow State University"
Benedicte Find,
J. Christopher Flowers,"Bachelor of Arts/Science, Harvard University"
Dan Gertler,"Diploma, High School"
Premchand Godha,"Chartered Accountant, Institute of Chartered Accountants of India; Bachelor of Commerce, University of Rajasthan"
Lance Gokongwei,"Bachelor of Science, The Wharton School of the University of Pennsylvania; Bachelor of Science, University of Pennsylvania, School of Engineering and Applied Science"
Lawrence Golub,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard College; Doctor of Jurisprudence, Harvard Law School"
Ryan Graves,"Bachelor of Arts/Science, Miami University of Ohio"
Mehmet Nazif Gunal,
Stelios Haji-Ioannou,"Master of Science, City University of London; Bachelor of Arts/Science, London School of Economics"
Alfredo Harp Helu & family,
Jaroslav Hascak,
Hong Seok-joh,"Master of Laws, Harvard University; Law Degree, Seoul National University"
Hu Xiaojun & family,
Huang Shanbing & family,
Huang Yimeng,
Jonas Kamprad,
Mathias Kamprad,
Peter Kamprad,
Eugene Kaspersky,"Bachelor of Arts/Science, Institute of Cryptography, Telecommunications and Computer Science (FSB Academy)"
Kim Dae-il,
Kim Jung-woong,"Associate in Arts/Science, Daelim University"
Kazutoshi Kobayashi,
Masanori Kobayashi,
Takao Kobayashi,
Hakan Koc,"Bachelor of Law, Bucerius Law School"
Andrei Komarov,"Bachelor of Arts/Science, Moscow Institute of Chemical Engineering"
Koo Bon-joon,"Bachelor of Arts/Science, Seoul National University; Master of Business Administration, University of Chicago"
Koo Bon-neung,"Bachelor of Arts/Science, Korea University"
Koo Bon-sik,"Master, University of Michigan"
Kwek Leng Peck,
Joe Lacob,"Master of Business Administration, Stanford University; Masters of Public Health, UCLA; Bachelor of Arts/Science, University of California, Irvine"
Guy Laliberté,
Lee Jay-hyun,"Bachelor of Arts/Science, Korea University"
Li Fengluan,
Lin Jie & family,
Liu Baolin,
Liu Gexin & family,"Medical Doctor, Chongqing Universtiy"
Lou Guoqiang,
Lu Shenglin,
Lu Zhilin,
Frederic Luddy,"Drop Out, Indiana University"
Lun Ruixiang & family,
Alexander Lutsenko & family,
Bill Malhotra,"Bachelor of Engineering, Birla Institute of Technology and Science (BITS) - Pilani"
Jorge Mas,"Master of Business Administration, University of Miami"
Muneaki Masuda,"Bachelor of Arts/Science, Doshisha University"
Andrei Molchanov,"Masters of Public Administration, Russian State Academy of Management; Bachelor of Arts/Science, St Petersburg State University"
Ulrich Mommert & family,
Taichiro Motoe,
Mou Jinxiang,
Udo Mueller,
Nguyen Dang Quang,
Simon Nixon,"Drop Out, Nottingham University"
Liora Ofer,
Roberto Ongpin,"Master of Business Administration, Harvard University"
Eren Ozmen,"Master of Business Administration, University of Nevada at Reno"
Fatih Ozmen,
Chamath Palihapitiya,"Bachelor of Engineering, University of Waterloo"
Murdaya Poo,
G.V. Prasad,"Bachelor of Science in Engineering, Illinois Institute of Technology; Master, Purdue University"
Michael Price,"Bachelor of Arts/Science, University of Oklahoma"
Qin Qingping & family,
Qiu Dongxu,
Rao Wei & family,"Doctorate, Wuhan University of Technology"
Andrei Rappoport,"Bachelor of Arts/Science, Donetsk National University"
Dani Reiss,"Bachelor of Arts/Science, University of Toronto"
Ren Zhengfei,
Duke Reyes,
Boris Rotenberg,"Bachelor of Arts/Science, Leningrad Institute of Physical Culture"
Chris Sacca,"Bachelor of Arts/Science, Georgetown University; Doctor of Jurisprudence, Georgetown University"
Alexander Samwer,"Master of Business Administration, Harvard Business School; Master of Arts, Oxford University"
Marc Samwer,"LLM, University of Cologne"
Hajime Satomi,
James Scapa,"Bachelor of Arts/Science, Columbia University; Master of Business Administration, University of Michigan"
Albert Shigaboutdinov,"Bachelor of Arts/Science, Kazan State Technical University"
Kavita Singhania,
Ronald Slabke,
Mike Speiser,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, University of Arizona"
Michael Steinhardt,University of Pennsylvania
Nik Storonsky,"Master of Science, Moscow Institute of Physics and Technology"
Sergei Sudarikov,"Master of Science, Moscow State University"
Winarko Sulistyo,
Rustem Sulteev,"Bachelor of Arts/Science, Kazan Institute of Civil Engineering"
Sam Tarascio,
Nutchamai Thanombooncharoen,"Bachelor of Arts/Economics, Silpakorn University; Master of Arts, Thammasat University"
Laurie Tisch,
Steven Tisch,
Robert Toll,"Bachelor of Arts/Science, Cornell University; LLB, University of Pennsylvania"
Thomas Tull,
Thongma Vijitpongpun,
Thomas von Koch,
Wan Feng & family,
Wang Fuji,
Wang Jianyi,"Associate in Arts/Science, Zhejiang University of Technology"
Wang Qunbin,"Bachelor of Arts/Science, Fudan University"
Wang Ren-sheng,National Taitung University
Wang Shumin,
Allan Wong,"Bachelor of Science in Engineering, University of Hong Kong; Master of Science, University of Wisconsin"
Wu Li-gann,"Bachelor of Arts/Science, Tunghai University"
Xiang Guangda,
Xiong Haitao,
Xu Guifen & family,
Yao Liangbo,
Yi Xianzhong & family,
Yu Xuefeng,
Yuan Jiandong & family,"Bachelor of Arts/Science, Peking University; Doctorate, State University of New York at Albany"
Alan Zekelman,"Master of Science, University of Rochester; Bachelor of Commerce, University of Toronto"
Zhang Chuanwei & family,
Zhang Xi,"Master, University of Houston"
Zhang Xuanning,
Zhao Dongping,
Zheng Jianjiang & family,
Zheng Xiaodong,
Zhou Minghua,"Bachelor of Science, Zhejiang University of Technology"
Zhou Ruxin,"Master of Business Administration, Beijing University; Master of Science, Nankai University"
Zhou Wen & family,
Zhou Yifeng & family,
Radhe Shyam Agarwal,"LLB, Calcutta University; M.Com, Calcutta University; Chartered Accountant, Institute of Chartered Accountants of India; Company Secretary, Institute of Company Secretaries of India"
Danna Azrieli,
Naomi Azrieli,
Sharon Azrieli,
Bai Houshan,
Binny Bansal,"Bachelor of Science in Engineering, Indian Institute of Technology"
Eduardo Belmont Anderson,"Bachelor of Arts/Science, University of North Carolina, Chapel Hill"
John Bicket,"Bachelor of Science, Cornell University; Master of Science, Massachusetts Institute of Technology"
Sanjit Biswas,"Master of Science, Massachusetts Institute of Technology; Bachelor of Science, Stanford University"
Lloyd Blankfein,"Bachelor of Arts/Science, Harvard University; Doctor of Jurisprudence, Harvard University"
Thomas Bruch,
Cai Hongbin,
Cao Jianwei,
Chen Jiancheng,"Master of Arts, Zhejiang University"
Chen Jinshi & family,"EMBA, Fudan University"
Chen Yuantai,
Cheng Antares,
Ron Corio,
Trudy Shan Dai,
Weili Dai,"Bachelor of Arts/Science, University of California, Berkeley"
Henry Davis,"Bachelor of Arts/Science, University of Denver"
Charles Dunstone,
Feng Yuxia,
Paul Fireman,
Richard Fortin,
Donald Friese,
Soichiro Fukutake,"Bachelor of Arts/Science, Waseda University"
Antonio Gallardo Ballart,
Jorge Gallardo Ballart,
Gao Xingjiang,
Rahul Gautam,
Simona Giorgetta,
Anne Gittinger,"Bachelor of Arts/Science, University of Washington"
Gaston Glock & family,
Radhe Shyam Goenka,"LLB, Calcutta University; M.Com, Calcutta University"
David Golub,"Bachelor of Arts/Economics, Harvard College; Master of Philosophy, Oxford University; Master of Business Administration, Stanford Business School"
Guo Jianqiang,
Polys Haji-Ioannou,
Fahed Hariri,
Ho Kuang-chi,
Ming Hsieh,"Bachelor of Arts/Science, University of Southern California; Master of Science, University of Southern California"
Hu Rongda & family,
Huang Qiaolong & family,
Mohammed Ibrahim,"Bachelor of Arts/Science, University of Alexandria; Ph.D, University of Birmingham; Master, University of Bradford"
Hedda im Brahm-Droege,
Hiroshi Ishibashi,
Mitchell Jacobson,"Bachelor of Arts/Science, Brandeis University; Law Degree, New York University"
Jiang Xuefei & family,
Jin Lei & family,
Kenji Kasahara,"Bachelor of Arts/Science, Tokyo University"
Richard Kayne,"Bachelor of Arts/Science, Stanford University; Master of Business Administration, University of California, Los Angeles"
Chang-soo Kim,"Bachelor of Science, Yonsei University"
Alexander Knauf,
Martin Knauf,
Robert Knauf,
Gennady Kozovoy,"Bachelor of Arts/Science, Irkutsk Polytechnic Institute"
Eduard Kucera,
Lai Baosheng,
Lai Guogui & family,
Lam Lung On & family,
Michiel Le Roux,
Lee Ho-jin,"Master of Business Administration, Samuel Curtis Johnson Graduate School of Management; Bachelor of Arts/Science, Seoul National University"
Lee Joong-keun,"Doctorate, Korea University"
Manfredi Lefebvre d'Ovidio,"Drop Out, La Sapienza University of Rome"
Nancy Lerner,"Doctor of Jurisprudence, Cleveland State University; Bachelor of Arts/Science, University of Cincinnati"
Norma Lerner,
Randolph Lerner,"Bachelor of Arts/Science, Columbia University; LLB, Columbia University"
Li Qiong,"Master of Science, Tianjin University"
Li Wenmei & family,"Master, Jilin University"
Lim Hariyanto Wijaya Sarwono,
Liu Shenghui,
Lou Boliang & family,
Low Tuck Kwong,
Lu Weiding,
Lv Yongxiang,
"Cargill MacMillan, III.",
John MacMillan,
Martha MacMillan,
William MacMillan,
Yasseen Mansour,"Bachelor of Arts/Science, George Washington University"
John Martin,
Carsten Maschmeyer,
Bruce Mathieson,
John McConnell & family,
Takanori Nakamura,
Bruce Nordstrom,"Bachelor of Arts/Science, University of Washington"
Madeleine Olsson Ericksson,
Ou Xueming,
Mats Paulsson & family,
Peng Hao,
"Ricardo Po, Sr. & family",
Forrest Preston,Oregon State University; Walla Walla College
Enrico Preziosi,
Pu Shulin,
Qiu Lingyun,
Vera Rechulski Santo Domingo,
M.Satyanarayana Reddy,"Ph.D, Osmania University"
Ruan Hongxian & family,"Master of Business Administration, Macau University of Science and Technology"
Chanchai Ruayrungruang,
Daisuke Sasaki,"Bachelor of Commerce, Hitotsubashi University"
Jack Schuler,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Science, Tufts University"
Neerja Sethi,"Bachelor of Arts/Science, Delhi University; Master of Business Administration, Delhi University; Master of Science, Oakland University"
Shin Dong-guk,
Edgar Sia II,
Michael S. Smith,"Drop Out, University of Colorado"
Su Rubo,"Bachelor of Arts/Science, Jinan University; Bachelor of Arts/Science, Jinan University"
Sun Xishuang,
Sehat Sutardja,"Bachelor of Arts/Science, University of California, Berkeley"
Susanto Suwarto,"Bachelor of Electronics and Telecom Engineering, Trisakti University"
Tan Eng Kee,
Tan Yu Wei,
Yoshikazu Tanaka,
Hary Tanoesoedibjo,
Mehmet Sinan Tara,"Master of Business Administration, Stanford University"
Shirou Terashita,"Bachelor of Business Administration, Aoyama Gakuin University"
Carl Thoma,"Bachelor of Science, Oklahoma State University; Master of Business Administration, Stanford Business School"
Tseng Sing-ai,
Sunil Vachani,
Jan Van Geet,
Sekar Vembu,"Bachelor of Technology, Indian Institute of Technology Madras (IIT Madras)"
Wang Han,
Wang Jianliang,
Wang Kunxiao,
Wen Pengcheng & family,
Wen Yibo & family,"Bachelor of Arts/Science, Lanzhou Railway College; Master of Science, Tsinghua University"
Anne Werninghaus,
Dan Wilks,"Diploma, High School"
Wong Hei & family,
Wong Hong King,
Wu Chung-yi,"University of California, Los Angeles"
Wu Eddie Yongming,
Eugene Wu,Waseda University
Wu Wei,
Xiao Guoqing,
George Yancopoulos,"Medical Doctor, Columbia University; Ph.D, Columbia University"
Yao Lisheng,"Master, Chinese Academy of Sciences; Bachelor of Arts/Science, Tsinghua University"
Yu Faxiang,
Yuan Jinhua,"Bachelor of Arts/Science, Harbin Institute of Technology"
Igor Yusufov,"Bachelor of Engineering, Novocherkassk Polytechnic Institute; Bachelor of Arts/Economics, Russian Foreign Trade Academy"
Zan Shengda,"EMBA, Tsinghua University"
Zeng Huansha,
Zhang Xuewu,
Zhang Yuxiang & family,
Zhao Tongtong,
Tony Zhao,
Zhong Peifeng,
Zhou Ping & family,
Zhou Yahui,
Boris Zingarevich,"Master of Science, Leningrad Technological Institute of Pulp and Paper Industry"
Ahmet Nazif Zorlu,"Drop Out, High School"
A. Jayson Adair,
Albert Avdolyan,"Master of Laws, Irkutsk State University"
Baiju Bhatt,"Bachelor of Science, Stanford University"
"Wilbur 'Ed' Bosarge, Jr.","Ph.D, Brown University; Bachelor of Arts/Science, Georgia Tech"
Ina Chan,
Chang Byung-gyu,"Bachelor of Arts/Science, KAIST; Master of Arts/Science, KAIST; Ph.D, KAIST"
Chung Mong-joon,"Ph.D, Johns Hopkins University; Master of Business Administration, Massachusetts Institute of Technology; Bachelor of Arts/Science, Seoul National University"
Carmen Daurella Aguilera,
GT Dave,
Mukand Lal Dua,
Ramesh Kumar Dua,
Jose Elias,"Bachelor of Science, Universitat  Politécnica de Catalunya, Barcelona"
Larry Fink,"Master of Business Administration, Anderson School of Management; Bachelor of Arts/Science, University of California, Los Angeles"
Horst-Otto Gerberding,
Gim Seong-gon,"Bachelor of Arts/Science, Chung-Ang Univeristy"
Gou Yiqun,
Clelia Haji-Ioannou,
Hang Hong,
Ronnen Harary,"Bachelor of Arts/Science, Western University"
David Harding,"Master of Science, University of Cambridge"
David Helgason,
Hou Jianbin,
Hur Young-in,"Bachelor of Arts/Economics, Kyung Hee University"
Jiang Long,"Master of Arts, Renmin University of China; Bachelor of Arts/Science, Tsinghua University; Ph.D, University of Maryland"
Morris Kahn,
Ashok Kajaria,"Bachelor of Science in Engineering, UCLA"
T.S. Kalyanaraman,
Kim Kardashian West,
David Katzman,"Bachelor of Arts/Science, Michigan State University"
Bom Kim,"Bachelor of Arts/Science, Harvard University"
Masatoshi Kumagai,"Drop Out, Osgoode Hall Law School"
Lev Kvetnoi,"Bachelor of Arts/Science, Leningrad Institute of Physical Culture"
Vladimir Leschikov,"Bachelor of Science, Dagestan State University"
Li Yinan,
Liu Qingfeng,
Jose Llado Fernandez-Urrutia,"Ph.D, Universidad Complutense de Madrid; Doctorate, University of Madras"
Kenneth Lo,
Ma Hong,
Sergei Makhlai,"Master of Science, Perm Polytechnical Institute"
Rafique Malik,
Mao Huihua,
Michael McCain,
Mofatraj Munot,
Vitaly Orlov,"Bachelor of Engineering, Murmansk Higher Marine Engineering School"
George Pedersen,
David Penaloza Alanis,
Tyler Perry,
Maria Pinheiro,
Anton Rabie,"Bachelor of Arts/Science, Western University"
Jorge Rodriguez Rodriguez,
Hartley Rogers,
Alan Rydge,
Shin Dong-joo,"Bachelor of Arts/Economics, Aoyama Gakuin University; Master of Business Administration, Columbia Business School"
Scott Smith,
Zakhar Smushkin,"Master of Science, Leningrad Technological Institute of Pulp and Paper Industry"
Marco Squinzi,
Veronica Squinzi,"Master of Business Administration, SDA Bocconi School of Management; Bachelor of Arts/Science, University of Milan"
Axel Stawski,
Manny Stul,"High School Graduate, High School"
Vlad Tenev,"Bachelor of Arts/Science, Stanford University"
Rit Thirakomen,"Bachelor of Science in Engineering, Chulalongkorn University"
Tong Judy Wenhong,
Tsai Chi-jui,National Taichung University of Education
Surin Upatkoon,High School
Ruben Vardanyan,"Master of Science, Moscow State University"
Murat Vargi,
Vlad Vendrow & family,
Wang Qiangxiang,
Wang Wenjian,
J. Wayne Weaver,"Bachelor of Science, University of Florida"
Sandy Weill,"Bachelor of Arts/Science, Cornell University"
Xia Zhisheng & family,
Xu Jin,
Vadim Yakunin,"Bachelor of Arts/Science, Moscow Institute of Physics and Technology"
Mark Haoyong Yang,
Yao Hsiao Tung,
Yu De-Chao,
Daniel Yong Zhang,
Zhang Yuqiang,
Zhao Meiguang,
Zhong Naixiong,
Zhou Wei family,
