Name,Education
Martin Ebner,"Doctorate, University of Florida; Bachelor of Arts/Science, University of Zurich"
John Fisher,"Bachelor of Arts/Science, Princeton University; Master of Business Administration, Stanford Graduate School of Business"
Jane Goldman,
Gu Yuhua & family,
Hao Hong,
Hoi Kin Hong,
Jin Lei,
Artem Khachatryan,"Master of Science, Moscow State Mining University"
Li Gaiteng,
Li Zhongchu,"Bachelor of Arts/Science, Wuhan University"
Harald Link,
Sergey Lomakin,"Master of Science, Moscow State Mining University"
Nie Tengyun & family,
Prasert Prasarttong-Osoth,
Penny Pritzker,"Bachelor of Arts/Science, Harvard University; Master of Business Administration, Stanford Graduate School of Business; Doctor of Jurisprudence, Stanford University"
Herb Simon,"Bachelor of Arts/Science, City College of New York"
Jerry Speyer,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Columbia University"
Wilhelm Beier & family,
Koos Bekker,"Master of Business Administration, Columbia Business School; LLB, University of Witwatersrand"
Ben Chestnut,"Bachelor of Arts/Science, Georgia Institute of Technology"
John Coates,
Pedro de Godoy Bueno,
Carl Douglas,"Bachelor of Arts/Science, Middlebury College"
Eric Douglas,"Bachelor of Arts/Economics, Lund University"
Behdad Eghbali,
Jose E. Feliciano,
Philippe Foriel-Destezet,"Master of Business Administration, HEC Paris"
Gan Zhongru,"Ph.D, Michigan State University"
Allan Goldman,
Amy Goldman Fowler,
Alec Gores,"Bachelor of Arts/Science, Western Michigan University"
Peter Grogg,
Jimmy Haslam,"Bachelor of Arts/Science, University of Tennessee Knoxville"
Christian Haub,
Gudrun Heine,
Huang Jinfeng,
Huang Rulun,
James Irsay,"Bachelor of Arts/Science, Southern Methodist University"
Justin Ishbia,"Bachelor of Arts/Science, Michigan State University; Doctor of Jurisprudence, Vanderbilt University"
Diane Kemper,
George Kurtz,"Bachelor of Science, Seton Hall University"
Dan Kurzius,
Kwek Leng Beng,"LLB, University of London"
Geoffrey Kwok,"Bachelor of Arts/Economics, Yale University"
Sheldon Lavin,
Louis Le Duff,
James Leprino,
Joseph Liemandt,"Drop Out, Stanford University"
Peter Lim,
Jeffrey Lurie,"Doctorate, Brandeis University; Bachelor of Arts/Science, Clark University"
Tom Morris,
Or Wai Sheun,
P.V. Ramprasad Reddy,
Haim Saban,"Diploma, High School"
Ferit Faik Sahenk,"Bachelor of Arts/Science, Boston College"
Eddy Kusnadi Sariaatmadja,"Bachelor of Engineering, University of New South Wales; Master of Science in Engineering, University of New South Wales"
Gil Shwed,
Song Zuowen,
Friede Springer,
Sybill Storz,
Pat Stryker,"Drop Out, University of Northern Colorado"
Hans Sy,"Bachelor of Science, De La Salle University"
Herbert Sy,"Bachelor of Science, De La Salle University"
Andrew Tan,"Bachelor of Arts/Science, University of the East"
Tian Ming,
Wang Changtian,"Bachelor of Arts/Science, Fudan University"
Richard White,
Cameron Winklevoss,"Bachelor of Arts/Economics, Harvard University"
Tyler Winklevoss,"Bachelor of Arts/Economics, Harvard University"
Xia Zuoquan,
Yin Xin,
Zhang Lei,"Bachelor of Arts/Economics, Renmin University of China; Master of Business Administration, The Yale School of Management; Master of Arts, Yale University"
Zhu Xingming,
Juan Abello,
Ben Ashkenazy,"Drop Out, Adelphi University"
Sid Bass,"Master of Business Administration, Stanford University; Bachelor of Arts/Science, Yale University"
Joesley Batista,
Wesley Batista,
Riley Bechtel & family,"Doctor of Jurisprudence, Stanford University; Master of Business Administration, Stanford University; Bachelor of Arts/Science, University of Calif Davis"
Sanjeev Bikhchandani,"Master of Business Administration, Indian Institute of Management, Ahmedabad; Bachelor of Arts/Economics, St Stephen's College (India)"
Cao Ji,
Chen Kaixuan,
Bennett Dorrance,"Bachelor of Arts/Science, University of Arizona"
Marcel Erni,
Walter Faria,
Fu Guangming & family,
Bob Gaglardi,"Bachelor of Engineering, Letourneau College"
Alfred Gantner,
Maggie Hardy Knox,"Drop Out, West Virginia University"
Hu Yangzhong,
Huang Qiaoling,
Huang Zhenda & family,
Bradley Jacobs,
Osman Kibar,"Bachelor of Arts/Science, California Institute of Technology; Bachelor of Arts/Science, Pomona College; Master of Science, University of California, San Diego; Ph.D, University of California, San Diego"
Kim Taek-jin,"Bachelor of Arts/Science, Seoul National University; Master of Science, Seoul National University"
Maritsa Lazari & family,
Pablo Legorreta,"Bachelor of Science in Engineering, Universidad Iberoamericana"
Liang Yunchao,"Master of Business Administration, Sun Yat-sen University; Bachelor of Arts/Science, Zhongnan University of Economics and Law"
Samir Mehta,
Sudhir Mehta,
Farhad Moshiri,"Bachelor of Arts/Science, University of London"
Patrice Motsepe,
Matt Moulding,"Bachelor of Arts/Economics, Nottingham University"
Alexander Nesis,"Bachelor of Arts/Science, Leningrad Technological Institute"
Benjamin Otto,
Lucy Peng,"Bachelor of Arts/Science, Zhejiang Gongshang University"
Sebastian Piñera & family,"Doctorate, Harvard University"
Alexander Ponomarenko,"Master of Science, Russian State Academy of Management; Bachelor of Arts/Science, Simferopol State University"
Chandru Raheja,"LLB, Bombay University"
Chad Richison,"Bachelor of Arts/Science, University of Central Oklahoma"
Arkady Rotenberg,"Bachelor of Arts/Science, Leningrad Institute of Physical Culture"
Alejandro Santo Domingo,"Bachelor of Arts/Science, Harvard University"
Paul Sciarra,"Bachelor of Arts/Science, Yale University"
Alexander Skorobogatko,"Master of Science, Plekhanov Russian University of Economics"
Jeff Sutton,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"
Glen Taylor,"Bachelor of Arts/Science, Minnesota State University"
Urs Wietlisbach,
Xu Yingzhuo,
Jon Yarbrough,"Bachelor of Arts/Science, Tennessee Technological University"
Ye Fan & family,
William Ackman,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard University"
Abdulla bin Ahmad Al Ghurair & family,
Bai Baokun,
David Baszucki,
Aneel Bhusri,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Stanford Graduate School of Business"
Norman Braman,"Bachelor of Arts/Science, Temple University"
Eva Maria Bucher-Haefner,
Vivek Chand Burman,"Bachelor of Arts/Science, University of Miami"
John Catsimatidis,"Drop Out, New York University"
Morris Chang,"Bachelor of Arts/Science, Massachusetts Institute of Technology; Master of Science, Massachusetts Institute of Technology; Ph.D, Stanford University"
Chen Hua,
Chen Huwen,
Chen Huxiong,
Chen Tianshi,
James Clark,"Bachelor of Arts/Science, University of New Orleans; Master of Science, University of New Orleans; Ph.D, University of Utah"
Jean Coutu & family,
Deng Weiming & family,
Bergit Douglas,
Doris Fisher,"Bachelor of Arts/Science, Stanford University"
Gary Friedman,"Drop Out, Santa Rosa Junior College"
Valentin Gapontsev & family,"Bachelor of Science in Engineering, Lviv Polytechnic National University; Ph.D, Moscow Institute of Physics and Technology"
David Gottesman,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Trinity College Connecticut"
John Henry,
Alan Howard,"Master of Science, Imperial College London"
Micky Jagtiani,
Travis Kalanick,"Drop Out, University of California, Los Angeles"
Alicia Koplowitz,
Timur Kulibaev,"Bachelor of Arts/Science, Moscow State University"
Dinara Kulibaeva,"Doctorate in Pedagogical Sciences, State Institute of Theatre Arts (GITIS, Moscow)"
Li Liufa & family,"EMBA, Peking University"
Li Sze Lim,Chinese University of Hong Kong
Li Xiaohua & family,"Master of Science, University of Massachusetts"
Liu Ming Hui,"Master of Arts, Renmin University of China"
Lv Jianming,
Rudy Ma,"EMBA, National Chengchi University; National Taiwan University"
"Drayton McLane, Jr.","Bachelor of Arts/Science, Baylor University; Master of Business Administration, Broad College of Business"
Hans Melchers,
Nguyen Thi Phuong Thao,
Philip Niarchos,
Alfred Oetker,
August Oetker,
Carl Ferdinand Oetker,
Christian Oetker,
Julia Oetker,
Richard Oetker,
Heloise Pratt,
Filiz Sahenk,
T. Denny Sanford,"Bachelor of Arts/Science, University of Minnesota"
Karin Schick,
Hilton Schlosberg,
Rosely Schweizer,
Warren Stephens,"Master of Business Administration, Wake Forest University School of Business; Bachelor of Arts/Science, Washington & Lee University"
Konstantin Strukov,"Master of Science, Magnitogorsk Mining and Metallurgical Institute"
Kenneth Tuchman,
Masateru Uno & family,
Stefan von Holtzbrinck,"Diploma, University of Munich"
Lars Wingefors,
Wong Kwong Yu & family,
Xiong Wu,
Xu Jinfu,
Tony Xu,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, University of California, Berkeley"
Xu Zhihan,
Zhong Ruonong & family,
Miriam Baumann-Blocher,
Timothy Boyle,"Bachelor of Arts/Science, University of Oregon"
John Paul DeJoria,"Diploma, High School"
Mitchell Goldhar,"Bachelor of Arts/Science, York University"
Luciano Hang,
Georg Haub,
Victor Jacobsson,"Master of Science, Stockholm School of Economics"
James Jannard,"Drop Out, University of Southern California"
Vinod Khosla,"Master of Science, Carnegie Mellon University; Bachelor of Arts/Science, Indian Institute of Technology; Master of Business Administration, Stanford Graduate School of Business"
Valentin Kipyatkov,"Master of Science, Saint Petersburg State University"
Lim Kok Thay,"Harvard Business School; Bachelor of Arts/Science, University of London"
Lu Zhiqiang,"Master of Arts, Fudan University"
Sergio Mantegazza,
Franziska Wuerbser & Gabriella Meister,
Nan Cunhui,
Ou Zongrong & family,
Sean Parker,"Diploma, High School"
Richard Peery,"Bachelor of Arts/Science, Brigham Young University"
"H. Ross Perot, Jr.","Bachelor of Arts/Science, Vanderbilt University"
Su Suyu & family,
Sun Shoukuan,
Harley Sy,"Bachelor of Science, De La Salle University"
"Henry Sy, Jr.","Bachelor of Science, De La Salle University"
Teresita Sy-Coson,"Bachelor of Science, Assumption College"
Tao Yuequn,
Tong Jinquan,
Tsai Ming-kai,"Bachelor of Engineering, National Taiwan University; Master of Science in Engineering, University of Cincinnati"
Yitzhak Tshuva,
Oprah Winfrey,"Bachelor of Arts/Science, Tennessee State University"
Zhang Wanzhen,
Mortimer Zuckerman,"LLM, Harvard University; Bachelor of Arts/Science, McGill University; Master of Business Administration, University of Pennsylvania, The Wharton School"
Brian Acton,"Bachelor of Arts/Science, Stanford University"
Rajendra Agarwal,
John Armitage,
Banwari Lal Bawri,
Girdhari Lal Bawri,
Guilherme Benchimol,"Bachelor of Arts/Economics, Universidade Federal do Rio de Janeiro"
Cai Dongchen,"Master, Chinese Academy of Social Sciences; Master of Business Administration, Nankai University"
Choo Chong Ngen,
Abilio dos Santos Diniz,"Bachelor of Arts/Science, Fundacao Getulio Vargas"
"John Dorrance, III.",
Bruce Flatt,"B.Com, University of Manitoba"
Stein Erik Hagen,
Caroline Hagen Kjos,
Hortensia Herrero,
Anthony Hsieh,"Bachelor of Business Administration, California State Fullerton"
Hal Jackman,
Brad Kelley,"Diploma, High School; Drop Out, Western Kentucky University"
Raj Kumar & Kishin RK,
Adam Kwok,"Master of Business Administration, Harvard Business School; Bachelor of Science in Engineering, Stanford University"
Lai Shixian,
Stephen Lansdown,
K.C. Liu,"Bachelor of Engineering, National Chiao Tung University"
Aloke Lohia,
Kalanithi Maran,"Master of Business Administration, University of Scranton"
C. Dean Metropoulos,"Bachelor of Arts/Science, Babson College; Master of Business Administration, Babson College"
Yuji Otsuka,
Daniel Pritzker,"Doctor of Jurisprudence, Northwestern University; Bachelor of Arts/Science, Tufts University"
Ren Jianhua,
Alexey Repik,"Master of Science, The National Research University Higher School of Economics"
Steven Sarowitz,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign"
Yuri Shefler,"Bachelor of Arts/Science, Plekhanov Russian University of Economics"
Shum Chiu Hung & family,"EMBA, Fudan University"
Stephen Smith,"Bachelor of Science in Engineering, Queens University"
Dan Snyder,"Drop Out, University of Maryland"
Helmut Sohmen,"Doctor of Jurisprudence, Southern Methodist University; Bachelor of Arts/Science, University of Vienna"
Tung Chee Hwa,"Bachelor of Science in Engineering, University of Liverpool"
Pieter van der Does,
Wim van der Leegte,
Evan Williams,"Drop Out, University of Nebraska Lincoln"
Wu Guangming,"EMBA, China Europe International Business School"
Yang Yuanxi,
Yu Qibing & family,
Charles Zegar,"Bachelor of Arts/Science, Long Island University; Master of Science, New York University"
Zhaojiang Zhu,
John Arrillaga,"Bachelor of Arts/Science, Stanford University"
Carol Jenkins Barnett,"Bachelor of Arts/Science, Florida Southern College"
William Berkley,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, New York University"
Markus Blocher,
Andrei Bokarev,"Bachelor of Arts/Science, Finance Academy under the Government of the Russian Federation"
Jim Breyer,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Stanford University"
Charles Bronfman,"Bachelor of Arts/Science, McGill University"
Byju Raveendran and Divya Gokulnath,
Chang Jing,
Leon G. Cooperman,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Hunter College"
Jose Luis Cutrale,
Gerald Ford,"Bachelor of Arts/Science, Southern Methodist University; Doctor of Jurisprudence, Southern Methodist University"
Phillip Frost,"Bachelor of Arts/Science, University of Pennsylvania; Medical Doctor, Yeshiva U Albert Einstein College of Medicine"
Mikhail Gutseriev,"Bachelor of Arts/Science, Kazakh Technological Institute"
Hans-Werner Hector,"Master of Science, University of Saarland"
Hu Kun,
"Jeremy Jacobs, Sr. & family","Bachelor of Arts/Science, SUNY Buffalo"
Mark & Robyn Jones,
Hans Langer,
Lee Hae-jin,"Master of Science, Korea Advanced Institute of Science and Technology; Bachelor of Arts/Science, Seoul National University"
Liang Feng,
Lin Ming-hsiung,
Mohamed Mansour,"Master of Business Administration, Auburn University"
Harsh Mariwala,"Bachelor of Arts/Science, Bombay University"
Najib Mikati,"Bachelor of Arts/Science, American University of Beirut, Lebanon; Master of Business Administration, American University of Beirut, Lebanon"
Taha Mikati,"Bachelor of Arts/Science, American University of Beirut, Lebanon"
Pedro Moreira Salles,"Bachelor of Arts/Science, University of California, Los Angeles"
José Neves,
Jerry Ng,"Bachelor of Business Administration, University of Washington"
Nandan Nilekani,"Bachelor of Arts/Science, Indian Institute of Technology"
Ravi Pillai,
Victor Pinchuk,"Doctorate, Dniepropetrovsk Metallurgical Institute"
Matthew Prince,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Trinity College Connecticut; Doctor of Jurisprudence, University of Chicago"
John Pritzker,"Bachelor of Arts/Science, Menlo College"
Rajan Raheja & family,"Bachelor of Arts/Science, Bombay University"
Matthias Reinhart,
Ruan Shuilong & family,
Rodney Sacks,"Law Degree, University of Witwatersrand"
Carlos Sanchez,
Kavitark Ram Shriram,"Bachelor of Arts/Science, University of Madras"
André Street,"Bachelor of Arts/Economics, Fundacao Getulio Vargas; Certificate, Harvard Business School"
Sun Mengquan & family,
Daniel Sundheim,
Torsten Toeller,
Peter Unger,
Wang Wenmo,
Xie Juhua & family,
Xu Shaochun,
Eddie & Sol Zakay,
Zhao Tao,"Master of Business Administration, Fordham University"
Michael Ashley,
Yvonne Bauer,
Alberto Bombassei,
Richard Chandler,
David Chen,"Bachelor of Science, National University of Singapore"
Chen Jinxia,"Bachelor of Arts/Science, Shanghai University of Finance and Economics"
Chen Xiao Ying,
Chen Xueli,
Kiat Chiaravanont,
Todd Christopher,
Mark Coombs,
Luigi Cremonini & family,
Smita Crishna-Godrej,
Dai Lizhong,"Master of Science, Peking University; Ph.D, Princeton University"
Eduardo de Pontes,
Chetan Dube,"Bachelor of Science, Indian Institute of Technology Delhi"
Stephen Feinberg,"Bachelor of Arts/Science, Princeton University"
Abhay Firodia,
Fu Mingkang & family,
Gao Jifan & family,"Master of Science, Jilin University; Bachelor of Science, Nanjing University"
Geng Jianming,"Master of Business Administration, Nanyang Technology University; Bachelor of Arts/Science, North China Institute of Astronautic Engineering"
Sebastian Glaser,
Adi Godrej,"Bachelor of Arts/Science, Massachusetts Institute of Technology; Master of Science, Massachusetts Institute of Technology"
Jamshyd Godrej,"Bachelor of Science in Engineering, Illinois Institute of Technology"
Nadir Godrej,"Master of Business Administration, Harvard Business School; Bachelor of Science in Engineering, Massachusetts Institute of Technology; Master of Science in Engineering, Stanford University"
Philip & Cristina Green,
Lawrence Ho,"Bachelor of Arts/Science, University of Toronto"
Donald Horton,"Bachelor of Arts/Science, University of Central Arkansas"
Douglas Hsu,"Bachelor of Arts/Science, Notre Dame University; Master of Arts, Notre Dame University"
Koo Kwang-mo,"Bachelor of Arts/Science, Rochester Institute of Technology; Master, Stanford Graduate School of Business"
Jonathan Kwok,"Bachelor of Business Administration, Cornell University"
Luo Yangyong & family,
Gail Miller,"Drop Out, University of Utah"
Robert Miller,"Bachelor of Arts/Science, Rider University"
Vadim Moshkovich,"Bachelor of Arts/Science, Moscow Institute of Radioengineering, Electronics and Automation"
Erwin Franz Mueller,
Rishad Naoroji,"Associate in Arts/Science, Bombay University"
Madhukar Parekh,"Bachelor of Science in Engineering, Bombay University; Master of Science, University of Wisconsin"
Gregorio Perez Companc & family,"Drop Out, High School"
Dmitry Pumpyansky,"Master of Science, Ural State Technical University"
Austin Russell,"Drop Out, Stanford University"
Hussain Sajwani,"Bachelor of Arts/Science, University of Washington"
Jean Salata,"Bachelor of Business Administration, University of Pennsylvania, The Wharton School"
Karin Sartorius-Herbst,
Alice Schwartz,"Bachelor of Arts/Science, University of California, Berkeley"
Antonio Luiz Seabra,
Shen Wenrong,
Renate Sick-Glaser,
William Stone,"Bachelor of Arts/Science, Marquette University"
Elizabeth Sy,"Bachelor of Science, Maryknoll College"
Tony Tan Caktiong & family,
Tang Jinkui & family,
Roman Trotsenko,"Master of Laws, Moscow State University"
Donald Trump,"Fordham University; Bachelor of Arts/Science, University of Pennsylvania"
T.Y. Tsai,"EMBA, National Taiwan University; Bachelor of Arts/Science, Tokai University"
John Tyson,"Bachelor of Arts/Science, Southern Methodist University"
David Wertheim,
Xiong Shaoming,"Bachelor of Science, Wuhan University of Technology"
Yang Jianliang & family,
Michael Ying,
Zhang Ning & family,
Zhang Zhixiang,"Doctorate, Zhejiang University of Technology"
Zhao Hongfei,
Bill and Jean Adderley & family,
Bill Alfond,
Susan Alfond,
Ted Alfond,
Carlos Ardila Lülle,"Bachelor of Engineering, Universidad Nacional de Colombia"
Semahat Sevim Arsel,
Sezai Bacaksiz,
Suhail Bahwan,
Bang Jun-hyuk,
Bang Shi-hyuk,
Anand Burman,"Bachelor of Arts / Science, University of Kansas"
Cao Longxiang & family,
Vanich Chaiyawan,
Chen Zhisong,"Bachelor of Arts/Science, Xiamen University"
Jim Coulter,"Bachelor of Arts/Science, Dartmouth College; Master of Business Administration, Stanford University"
"Edward DeBartolo, Jr.","Bachelor of Arts/Science, Notre Dame University"
Maria Del Pino,"Bachelor of Arts/Science, IESE Business School"
Deng Yingzhong,
Bob Ell,
Sandeep Engineer,
Fong Yun Wah,
Lindsay Fox,
Mario Germano Giuliani,"Bachelor of Arts/Economics, Catholic University of the Sacred Heart"
Harsh Goenka,"Bachelor of Arts/Science, Calcutta University; Master of Business Administration, International Institute for Management and Development"
Noam Gottesman,"Bachelor of Arts/Science, Columbia University"
Joseph Grendys,"Bachelor of Arts/Science, Loyola University Chicago"
Guan Yihong,
David Hains,"Bachelor of Science in Engineering, University of Melbourne"
Michael Hintze,"Master of Business Administration, Harvard Business School; Master of Science, University of New South Wales; Bachelor of Arts/Science, University of Sydney"
Stewart Horejsi & family,
Hua Xuande & family,
Jared Isaacman,"Bachelor of Arts/Science, Embry-Riddle Aeronautical University"
David Jiang,
Jiang Weiping & family,"Bachelor of Science in Engineering, Xihua University"
Boris Jordan,
Baba Kalyani,"Master of Science, Massachusetts Institute of Technology"
Jim Kavanaugh,"Bachelor of Arts/Science, St. Louis University"
Mustafa Rahmi Koc,"Bachelor of Arts/Science, Johns Hopkins University"
Eiichi Kuriwada,"High School Graduate, Arai High School"
Lai Jianfa,"Master of Business Administration, Fudan University"
Lam Kong,"Bachelor of Arts/Science, Guangdong Medical College"
David Xueling Li,
Li Xuhui,
Liang Zhaoxian,"Bachelor of Arts/Science, South China University of Technology"
Liu Ming Chung,
Alexander Mamut,"LLB, Moscow State University"
Daniel Mate,"Bachelor of Arts/Science, Universidad Comercial de Deusto; Law Degree, Universidad Comercial de Deusto"
Clayton Mathile,"Bachelor of Arts/Science, Ohio Northern University"
Aristotelis Mistakidis,"Bachelor of Arts/Science, London School of Economics"
Fernando Roberto Moreira Salles,"Bachelor of Arts/Science, Fundacao Getulio Vargas"
Joao Moreira Salles,
Walther Moreira Salles Junior,"Bachelor of Arts/Science, University of Southern California"
Eugene Murtagh,
Nihat Ozdemir,
Gretel Packer,
Andrew Paradise,"Bachelor of Arts/Science, University of Massachusetts"
Karl-Johan Persson,"Bachelor of Arts/Science, London Business School"
Tom Persson,
Stewart Rahr,"Bachelor of Arts/Science, New York University"
Krit Ratanarak,
Michael Saylor,"Bachelor of Arts/Science, Massachusetts Institute of Technology"
"Karl Scheufele, III. & family",
Stephan Schmidheiny,"Doctorate, University of Zurich"
Vijay Shekhar Sharma,"Bachelor of Science in Engineering, Delhi University"
Charlotte Soderstrom,
Sun Huaiqing & family,"EMBA, Guanghua School of Management"
Sze Man Bok,
Katsumi Tada,
Ted Turner,"Bachelor of Arts/Science, Brown University"
Jitendra Virwani,"Bachelor of Commerce, Bangalore University"
Arkady Volozh,"Master of Science, Gubkin Russian State University of Oil and Gas"
Lang Walker,"Diploma, High School"
Wei Ying-Chiao,
Wu Zhongyi,"Bachelor of Arts/Science, Shenzhen University"
Elaine Wynn,"Bachelor of Arts/Science, George Washington University"
Xu Chuanhua & family,
Jerry Yang,"Bachelor of Arts/Science, Stanford University; Master of Science, Stanford University"
Yang Weidong & family,
Barry Zekelman,"Drop Out, York University"
Zhang Xuezheng,
Zhang Yin,
Kostyantin Zhevago,"Bachelor of Arts/Science, Kiev State Economic University"
Jose Joao Abdalla Filho,
Abdulla Al Futtaim & family,
Ramon Ang,"Bachelor of Engineering, Far Eastern University"
Bill Austin,"High School Graduate, High School"
Acharya Balkrishna,
Richard Barton,"Bachelor of Science, Stanford University"
Edward Bass,"Bachelor of Arts/Science, Yale University"
Thor Bjorgolfsson,"Bachelor of Arts/Science, New York University"
Nikolai Buinov,
Bruce Cheng,"Bachelor of Arts/Science, National Cheng Kung University"
Chin Jong Hwa,"Diploma, China University of Technology"
Jai Hari & Yadu Hari Dalmia & family,
Dermot Desmond,
K. Dinesh,"Master of Science, Bangalore University"
"Frank Fertitta, III.","Bachelor of Arts/Science, University of Southern California"
Lorenzo Fertitta,"Master of Business Administration, Leonard N. Stern School of Business; Bachelor of Arts/Science, U of San Diego"
Maria Franca Fissolo,
Serge Godin,"Master of Business Administration, Laval University"
Gu Wei,
Jeffrey Gundlach,"Bachelor of Arts/Science, Dartmouth College"
Guo Jiangang,
Carlos Hank Rhon,"Bachelor of Science in Engineering, Universidad Nacional Autonoma de Mexico"
Gerry Harvey,
Huang Guanlin,"Bachelor of Engineering, Zhejiang University of Technology"
Huang Wei,Wenzhou Normal College
Hui Lin Chit,
Randal J. Kirk,"Bachelor of Arts/Science, Radford; Doctor of Jurisprudence, University of Virginia"
Leo Koguan,"Master, Columbia University; Law Degree, New York Law School"
Miguel Krigsner,
Kwek Leng Kee,
Thomas Kwok,"Bachelor of Engineering, Imperial College London; Master of Business Administration, London Business School"
Lau Cho Kun,
Jeff Lawson,"Bachelor of Arts/Science, University of Michigan"
Max Levchin,"Bachelor of Science, University of Illinois Urbana Champaign"
Li Guoqing,
Li Shuirong,
Li Yongqing,
Liang Xinjun,"Bachelor of Arts/Science, Fudan University; Bachelor of Arts/Science, Fudan University"
Lin Chang Su-O,
Lin Fanlian,
Scott Lin,"Bachelor of Arts/Science, National Chung Hsing University"
Mao Zhongwu,"Bachelor of Arts/Science, National University of Singapore"
David McMurtry,
Rubens Menin Teixeira de Souza,"Bachelor of Arts/Science, Universidade Federal de Minas Gerais"
Mi Enhua,
Bob Parsons,"Bachelor of Arts/Science, University of Baltimore"
Catherine Phillips,
John Phillips,"Law Degree, University of Toronto; Bachelor of Arts/Science, University of Toronto (Trinity College)"
Arvind Poddar,
Qian Ying,
Phillip T. (Terry) Ragon,"Bachelor of Arts/Science, Massachusetts Institute of Technology"
Alberto Roemmers,
Shashi & Ravi Ruia,
Vlad Shmunis,"Bachelor of Science, San Francisco State University; Master of Science, San Francisco State University"
Alberto Siccardi & family,"Master of Business Administration, SDA Bocconi School of Management; Bachelor of Science, University of Turin"
Sebastian Siemiatkowski,"Master of Science, Stockholm School of Economics"
Salil Singhal,
Dean Solon,"Drop Out, Purdue University"
Timothy Springer,"Ph.D, Harvard University; Bachelor of Science, University of California, Berkeley"
Peter Spuhler,
Tang Yiu,
Tran Dinh Long,
Anna Katharina Viessmann,
David Walentas,"Bachelor of Arts/Science, University of Virginia"
Wu Lanlan & family,"Master of Business Administration, Tongji University"
Wu Yiling,"Medical Doctor, Hebei Medical University; Medical Doctor, Nanjing University of Chinese Medicine"
Xiang Wenbo,"Master of Science, Dalian University of Technology"
Xie Liangzhi & family,"Ph.D, Massachusetts Institute of Technology"
Xu Yuejuan,
Shintaro Yamada,
Yang Jian,
Gavril Yushvaev,
Zhang Jingzhang & family,
Michael Ashcroft,
George Bishop,
Julio Bozano,
Herb Chambers,
Andrew & Peggy Cherng,"Master of Arts, University of Missouri; Ph.D, University of Missouri"
Jacques D'Amours,
Ray Davis,"Master of Business Administration, LeTourneau University's School of Business"
Diao Zhizhong,
Michael Federmann & family,
William Fisher,"Bachelor of Arts/Science, Princeton University; Master of Business Administration, Stanford University"
Bernard Fraisse,
Fabricio Garcia,"Bachelor of Business Administration, Universidade de Sao Paulo"
Flavia Bittar Garcia Faleiros,
Gordon Getty,"Bachelor of Arts/Science, San Francisco Conservatory of Music"
Philippe Ginestet & family,
Gong Yingying,"Bachelor of Arts/Economics, London School of Economics & Political Science"
Lutz Mario Helmig,
Ilkka Herlin,
Arthur Xiaobo Hong,
Hong Feng,"Master of Science, Purdue University; Bachelor of Science in Engineering, Shanghai Jiaotong University"
Huang Shih Tsai,
Jiang Yehua & family,
Keeree Kanjanapas,
Alexander Karp,"Bachelor of Arts/Science, Haverford College; Doctor of Jurisprudence, Stanford University"
Bruce Karsh,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, University of Virginia"
Mustafa Kucuk,
Dominika Kulczyk,"Master, University of Poznan"
Philippe Laffont,"Master of Science, Massachusetts Institute of Technology"
Henry Laufer,"Bachelor of Arts/Science, City College of New York; Doctorate, Princeton University"
Frank Laukien,"Doctorate, Harvard University; Bachelor of Arts/Science, Massachusetts Institute of Technology"
Mark Leonard & family,"Master of Business Administration, The University of Western Ontario - Richard Ivey School of Business; Bachelor of Arts/Science, University of Guelph"
Li Wanqiang,
Li Weiwei,
Lin Chen-hai,
Lin Yinsun,"EMBA, China Europe International Business School"
Liu Zhongtian & family,"Diploma, Liaoning Radio and TV University"
Daniel Lubetzky,"Bachelor of Arts/Science, Trinity University of San Antonio"
Prayudh Mahagitsiri,
Igor Makarov,"Bachelor of Arts/Science, Turkmen State University"
Kishore Mariwala,"Bachelor of Science in Engineering, Bombay University; Master of Science in Engineering, Massachusetts Institute of Technology"
Howard Marks,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"
Katarina Martinson,
Vincent McMahon,"Bachelor of Arts/Science, East Carolina University"
David Murdock,"Drop Out, High School"
Vikas Oberoi,"Bachelor of Arts/Science, Bombay University"
Erik Paulsson & family,
Roger Penske,"Drop Out, Lehigh University"
Florentino Perez,
Phil Ruffin,"Drop Out, Wichita State University"
Richard Sands,"Doctorate, University of North Carolina; Bachelor of Arts/Science, University of Vermont"
Robert Sands,"Law Degree, Pace University; Bachelor of Arts/Science, Skidmore College"
Dieter Schnabel,
Christiane Schoeller,
Jeffrey Talpins,"Bachelor of Arts/Science, Yale University"
Timur Turlov,"Bachelor of Science, Moscow State Technical University"
Sandro Veronesi & family,"Bachelor of Arts/Science, University of Verona"
