Name,Education
Katharina Andresen,
Mori Arkin,Bachelor
Clifford Asness,Doctor
Nigel Austin,
Ziv Aviram,
Louis Bacon,Master
Samuel Barata,
Angela Bennett,
Maurizio Billi,
Zadik Bino & family,High School
Anna Maria Braun,
Johanna Braun,
Karl Friedrich Braun,
Cai Hao & family,
Binod Chaudhary,
Chen Liying,
Chen Qixing,
Chen Zhuolin,
Fernando Chico Pardo,Master
Jean-Paul Clozel,
Jim Crane,Bachelor
Ana Lucia de Mattos Barretto Villela,
Darwin Deason,High School
Sefik Yilmaz Dizdar,
James Duff,
Thomas Duff,Bachelor
Keith Dunleavy & family,Bachelor
Fang Zhancheng,
Lloyd Frink,Bachelor
Gao Yunfeng,Master
Jayme Garfinkel,Master
Balkrishan Goenka,
Jitse Groen,Bachelor
Mimi Haas,Bachelor
Richard Hayne,Bachelor
He Ningning,
He Yamin & family,
Timothy Headington,Bachelor
Christian Herz,
Michaela Herz,
Daniel Hirschfeld,
Francis Holder,
Hu Chengzhong,
Hu Gengxi & family,
Huang Hongyun & family,Master
Huang Jian,
Huang Weibin,
Huang Xiaofen & family,
Archie Hwang,Bachelor
Jay-Z,
Johan Johannson,
Scott Kapnick,Doctor
Sidney Kimmel,Uni Drop Out
Christine Knauf,
Karl Knauf,
Andrei Kosogov,Bachelor
Guilherme Peirao Leal,Bachelor
Theodore Leonsis,
Li Denghai,
Liang Qin & family,
Liang Yaoming,
Liu Hua,
Liu Xuejing & family,
Anatoly Lomakin,Bachelor
Lu Rongfu,
Antonio Marcegaglia,Bachelor
Emma Marcegaglia,Bachelor
Ilson Mateus,
Terence (Terry) Matthews,Doctor
Trevor Milton,Uni Drop Out
Nirmal Minda,
Robert Mouawad,
Judith Neilson,
Kerr Neilson,Bachelor
Vadim Novinsky,Bachelor
John Ocampo,Bachelor
Jonathan Oringer,Master
Andreas Pohl,
"Reinfried Pohl, Jr.",
Qi Jinxing,
Qian Jinghong,
Vito Rodriguez Rodriguez,
Oliver Samwer,Bachelor
Martin Selig,Bachelor
Airat Shaimiev,Bachelor
Amnon Shashua,
Nobutoshi Shimamura,
Michael Spencer,Bachelor
Edward Stack,Bachelor
Thomas Steyer,Master
Tan Ruiqing,
Itaru Tanimura,
Sukanto Tanoto,
Alexander Tedja,
Jim Thompson,Bachelor
Jonathan Tisch,
Wilma Tisch,Bachelor
Gisele Trajano,
Jayshree Ullal,Bachelor
Vardis Vardinoyannis & family,
Sunny Varkey,
Wang Jianfeng & family,
Wang Junjin,
Wang Mingwang,Master
Wang Xiaoshen,
Werner O. Weber,
Drorit Wertheim,
"Alfred West, Jr.",Bachelor
Wu Po Sum,
Xie Ketao,
Swift Xie,
Yu Guo,
"Richard Yuengling, Jr.",Uni Drop Out
Clayton Zekelman,
Zheng Hong & family,
Shusheng Zheng,Doctor
Zhuo Jun,
Inigo Zobel,
Sanjay Agarwal,University
Hamad bin Jassim bin Jaber Al Thani,
Nerio Alessandri,
Mika Anttonen,
Ryuji Arai,
Mehmet Aydinlar,
Achal Bakeri,Master
Elena Baturina,Bachelor
Othman Benjelloun & family,University
Oleg Boyko,Master
Ludwig Theodor Braun,
Ana Maria Brescia Cafferata,
Chris Britt,Bachelor
Rafal Brzoska,
Chuck Bundrant,Uni Drop Out
Pradip Burman,Bachelor
Cao Xiaochun,
Chang Pyung-soon,Bachelor
Jeffrey Cheah,Bachelor
Vivien Chen,
Cheng Lili,
Cho Jung-ho,Master
Cho Jyh-jer,
Chu Jian,
Eduard Chukhlebov,
Turgay Ciner,Bachelor
Tim Cook,Master
Richard Desmond,
Du Shuanghua,
Egon Durban,Bachelor
Eduardo Eurnekian,
Fan Minhua,
Feng Chenhui,Master
Feng Yi,
John Goff,University
Kenneth Hao,
Ayman Hariri,Bachelor
Michael Heine,
Eduardo Hochschild,Bachelor
Huang Dawen,
Huang Shan,
Jiang Ganjun,
Conni Jonsson,
Zbigniew Juroszek & family,
André Kasprzak,
Anna Kasprzak,
Peter Kelly,
Kim Nam-jung,Bachelor
Hemendra Kothari,Bachelor
Michael Krasny,Bachelor
Igor Kudryashkin,Ph.D
Bernard Lewis & family,
Li Tan,Bachelor
Liang Guangwei,
Liang Jiankun & family,
Liu Jilu & family,
Mangal Prabhat Lodha,
Brandt Louie,
Lu Hongyan,
Zhaoxi Lu,
Ma Renhe,
Deepak Mehta,Bachelor
Ulrike Meister,
Lidiya Mikhailova & family,
Alan Miller & family,
Martin Moller Nielsen,
Greg Mondre,
Yoshiko Mori,
Bob Muglia,Bachelor
George Alexander Muthoot,Bachelor
George Jacob Muthoot,Bachelor
George Thomas Muthoot,
Ranjan Pai,
Antonio Percassi,
Stefan Pierer,Bachelor
Qiu Minxiu,
Lily Safra,
Nobutada Saji,Master
Thomas Sandell,Master
Penny Sanford,
Ilya Scherbovich,Master
Gerald Schwartz,Master
Anatoly Sedykh,Bachelor
Radik Shaimiev,Bachelor
Shao Xiaofeng,
Shi Xu,
Shin Chang-jae,Doctor
Ron Sim,
Jasminder Singh & family,
Jared Smith,Bachelor
Terry Snow,
Petter Stordalen & family,
Dirk Stroeer,
Satoshi Suzuki,
Tang Zhuang,Bachelor
Joop van den Ende,
Masaru Wasami,
Wei Shaojun,
Farris Wilks,High School
Whitney Wolfe Herd,Bachelor
Wu Yonghua,
Xia Shudong,Doctor
Xiong Jun & family,
Xu Guangfu & family,
Yang Keng,Bachelor
Luis Enrique Yarur Rey,Master
Ye Qiongjiu,
Yeh Kuo-I,
Yu Bangping & family,
Yu Jinkun & family,
Patrick Zalupski,Bachelor
Zhang Gongyun,
Zhou Chengjian,Master
Zhou Xiayun & family,
Zhu Tao,Doctor
Aras Agalarov,Bachelor
Syed Mokhtar AlBukhary,hs dropout
Anant Asavabhokin,
Thomas Bailey,Bachelor
Shay Banon,
Sachin Bansal,Bachelor
Christian Bertermann,Bachelor
Cao Kejian,
Edouard Carmignac,
Chen Gang,
Chen Tianqiao,Bachelor
Henry Cheng,Bachelor
Cheng Wei,
Chey Ki-won,
Chua Thian Poh,
Ronald Clarke,Bachelor
Sandor Csanyi,
Diego Della Valle,
Deng Hui & family,Ph.D
Carl DeSantis,
Mathias Doepfner,
Aydin Dogan,
Marek Dospiva,
Wesley Edens,Bachelor
Wolfgang Egger,
Gabriel Escarrer,
Fan Zhaoxia & family,
Clement Fayat & family,
Gleb Fetisov,Doctor
Benedicte Find,
J. Christopher Flowers,Bachelor
Dan Gertler,High School
Premchand Godha,Bachelor
Lance Gokongwei,Bachelor
Lawrence Golub,Master
Ryan Graves,Bachelor
Mehmet Nazif Gunal,
Stelios Haji-Ioannou,Master
Alfredo Harp Helu & family,
Jaroslav Hascak,
Hong Seok-joh,Master
Hu Xiaojun & family,
Huang Shanbing & family,
Huang Yimeng,
Jonas Kamprad,
Mathias Kamprad,
Peter Kamprad,
Eugene Kaspersky,Bachelor
Kim Dae-il,
Kim Jung-woong,Associate
Kazutoshi Kobayashi,
Masanori Kobayashi,
Takao Kobayashi,
Hakan Koc,Bachelor
Andrei Komarov,Bachelor
Koo Bon-joon,Bachelor
Koo Bon-neung,Bachelor
Koo Bon-sik,Master
Kwek Leng Peck,
Joe Lacob,Master
Guy Laliberté,
Lee Jay-hyun,Bachelor
Li Fengluan,
Lin Jie & family,
Liu Baolin,
Liu Gexin & family,MD
Lou Guoqiang,
Lu Shenglin,
Lu Zhilin,
Frederic Luddy,Uni Drop Out
Lun Ruixiang & family,
Alexander Lutsenko & family,
Bill Malhotra,Bachelor
Jorge Mas,Master
Muneaki Masuda,Bachelor
Andrei Molchanov,Master
Ulrich Mommert & family,
Taichiro Motoe,
Mou Jinxiang,
Udo Mueller,
Nguyen Dang Quang,
Simon Nixon,Uni Drop Out
Liora Ofer,
Roberto Ongpin,Master
Eren Ozmen,Master
Fatih Ozmen,
Chamath Palihapitiya,Bachelor
Murdaya Poo,
G.V. Prasad,Bachelor
Michael Price,Bachelor
Qin Qingping & family,
Qiu Dongxu,
Rao Wei & family,Doctor
Andrei Rappoport,Bachelor
Dani Reiss,Bachelor
Ren Zhengfei,
Duke Reyes,
Boris Rotenberg,Bachelor
Chris Sacca,Bachelor
Alexander Samwer,Master
Marc Samwer,Master
Hajime Satomi,
James Scapa,Bachelor
Albert Shigaboutdinov,Bachelor
Kavita Singhania,
Ronald Slabke,
Mike Speiser,Master
Michael Steinhardt,University
Nik Storonsky,Master
Sergei Sudarikov,Master
Winarko Sulistyo,
Rustem Sulteev,Bachelor
Sam Tarascio,
Nutchamai Thanombooncharoen,Bachelor
Laurie Tisch,
Steven Tisch,
Robert Toll,Bachelor
Thomas Tull,
Thongma Vijitpongpun,
Thomas von Koch,
Wan Feng & family,
Wang Fuji,
Wang Jianyi,Associate
Wang Qunbin,Bachelor
Wang Ren-sheng,University
Wang Shumin,
Allan Wong,Bachelor
Wu Li-gann,Bachelor
Xiang Guangda,
Xiong Haitao,
Xu Guifen & family,
Yao Liangbo,
Yi Xianzhong & family,
Yu Xuefeng,
Yuan Jiandong & family,Bachelor
Alan Zekelman,Master
Zhang Chuanwei & family,
Zhang Xi,Master
Zhang Xuanning,
Zhao Dongping,
Zheng Jianjiang & family,
Zheng Xiaodong,
Zhou Minghua,Bachelor
Zhou Ruxin,Master
Zhou Wen & family,
Zhou Yifeng & family,
Radhe Shyam Agarwal,Bachelor
Danna Azrieli,
Naomi Azrieli,
Sharon Azrieli,
Bai Houshan,
Binny Bansal,Bachelor
Eduardo Belmont Anderson,Bachelor
John Bicket,Bachelor
Sanjit Biswas,Master
Lloyd Blankfein,Bachelor
Thomas Bruch,
Cai Hongbin,
Cao Jianwei,
Chen Jiancheng,Master
Chen Jinshi & family,Master
Chen Yuantai,
Cheng Antares,
Ron Corio,
Trudy Shan Dai,
Weili Dai,Bachelor
Henry Davis,Bachelor
Charles Dunstone,
Feng Yuxia,
Paul Fireman,
Richard Fortin,
Donald Friese,
Soichiro Fukutake,Bachelor
Antonio Gallardo Ballart,
Jorge Gallardo Ballart,
Gao Xingjiang,
Rahul Gautam,
Simona Giorgetta,
Anne Gittinger,Bachelor
Gaston Glock & family,
Radhe Shyam Goenka,Bachelor
David Golub,Bachelor
Guo Jianqiang,
Polys Haji-Ioannou,
Fahed Hariri,
Ho Kuang-chi,
Ming Hsieh,Bachelor
Hu Rongda & family,
Huang Qiaolong & family,
Mohammed Ibrahim,Bachelor
Hedda im Brahm-Droege,
Hiroshi Ishibashi,
Mitchell Jacobson,Bachelor
Jiang Xuefei & family,
Jin Lei & family,
Kenji Kasahara,Bachelor
Richard Kayne,Bachelor
Chang-soo Kim,Bachelor
Alexander Knauf,
Martin Knauf,
Robert Knauf,
Gennady Kozovoy,Bachelor
Eduard Kucera,
Lai Baosheng,
Lai Guogui & family,
Lam Lung On & family,
Michiel Le Roux,
Lee Ho-jin,Master
Lee Joong-keun,Doctor
Manfredi Lefebvre d'Ovidio,Uni Drop Out
Nancy Lerner,Doctor
Norma Lerner,
Randolph Lerner,Bachelor
Li Qiong,Master
Li Wenmei & family,Master
Lim Hariyanto Wijaya Sarwono,
Liu Shenghui,
Lou Boliang & family,
Low Tuck Kwong,
Lu Weiding,
Lv Yongxiang,
"Cargill MacMillan, III.",
John MacMillan,
Martha MacMillan,
William MacMillan,
Yasseen Mansour,Bachelor
John Martin,
Carsten Maschmeyer,
Bruce Mathieson,
John McConnell & family,
Takanori Nakamura,
Bruce Nordstrom,Bachelor
Madeleine Olsson Ericksson,
Ou Xueming,
Mats Paulsson & family,
Peng Hao,
"Ricardo Po, Sr. & family",
Forrest Preston,University
Enrico Preziosi,
Pu Shulin,
Qiu Lingyun,
Vera Rechulski Santo Domingo,
M.Satyanarayana Reddy,Ph.D
Ruan Hongxian & family,Master
Chanchai Ruayrungruang,
Daisuke Sasaki,Bachelor
Jack Schuler,Master
Neerja Sethi,Bachelor
Shin Dong-guk,
Edgar Sia II,
Michael S. Smith,Uni Drop Out
Su Rubo,Bachelor
Sun Xishuang,
Sehat Sutardja,Bachelor
Susanto Suwarto,Bachelor
Tan Eng Kee,
Tan Yu Wei,
Yoshikazu Tanaka,
Hary Tanoesoedibjo,
Mehmet Sinan Tara,Master
Shirou Terashita,Bachelor
Carl Thoma,Bachelor
Tseng Sing-ai,
Sunil Vachani,
Jan Van Geet,
Sekar Vembu,Bachelor
Wang Han,
Wang Jianliang,
Wang Kunxiao,
Wen Pengcheng & family,
Wen Yibo & family,Bachelor
Anne Werninghaus,
Dan Wilks,High School
Wong Hei & family,
Wong Hong King,
Wu Chung-yi,University
Wu Eddie Yongming,
Eugene Wu,University
Wu Wei,
Xiao Guoqing,
George Yancopoulos,MD
Yao Lisheng,Master
Yu Faxiang,
Yuan Jinhua,Bachelor
Igor Yusufov,Bachelor
Zan Shengda,Master
Zeng Huansha,
Zhang Xuewu,
Zhang Yuxiang & family,
Zhao Tongtong,
Tony Zhao,
Zhong Peifeng,
Zhou Ping & family,
Zhou Yahui,
Boris Zingarevich,Master
Ahmet Nazif Zorlu,hs dropout
A. Jayson Adair,
Albert Avdolyan,Master
Baiju Bhatt,Bachelor
"Wilbur 'Ed' Bosarge, Jr.",Ph.D
Ina Chan,
Chang Byung-gyu,Bachelor
Chung Mong-joon,Ph.D
Carmen Daurella Aguilera,
GT Dave,
Mukand Lal Dua,
Ramesh Kumar Dua,
Jose Elias,Bachelor
Larry Fink,Master
Horst-Otto Gerberding,
Gim Seong-gon,Bachelor
Gou Yiqun,
Clelia Haji-Ioannou,
Hang Hong,
Ronnen Harary,Bachelor
David Harding,Master
David Helgason,
Hou Jianbin,
Hur Young-in,Bachelor
Jiang Long,Master
Morris Kahn,
Ashok Kajaria,Bachelor
T.S. Kalyanaraman,
Kim Kardashian West,
David Katzman,Bachelor
Bom Kim,Bachelor
Masatoshi Kumagai,"Drop Out, Osgoode Hall Law School"
Lev Kvetnoi,Bachelor
Vladimir Leschikov,Bachelor
Li Yinan,
Liu Qingfeng,
Jose Llado Fernandez-Urrutia,Ph.D
Kenneth Lo,
Ma Hong,
Sergei Makhlai,Master
Rafique Malik,
Mao Huihua,
Michael McCain,
Mofatraj Munot,
Vitaly Orlov,Bachelor
George Pedersen,
David Penaloza Alanis,
Tyler Perry,
Maria Pinheiro,
Anton Rabie,Bachelor
Jorge Rodriguez Rodriguez,
Hartley Rogers,
Alan Rydge,
Shin Dong-joo,Bachelor
Scott Smith,
Zakhar Smushkin,Master
Marco Squinzi,
Veronica Squinzi,Master
Axel Stawski,
Manny Stul,High School
Vlad Tenev,Bachelor
Rit Thirakomen,Bachelor
Tong Judy Wenhong,
Tsai Chi-jui,University
Surin Upatkoon,High School
Ruben Vardanyan,Master
Murat Vargi,
Vlad Vendrow & family,
Wang Qiangxiang,
Wang Wenjian,
J. Wayne Weaver,Bachelor
Sandy Weill,Bachelor
Xia Zhisheng & family,
Xu Jin,
Vadim Yakunin,Bachelor
Mark Haoyong Yang,
Yao Hsiao Tung,
Yu De-Chao,
Daniel Yong Zhang,
Zhang Yuqiang,
Zhao Meiguang,
Zhong Naixiong,
Zhou Wei family,
