Name,Education
Mike Speiser,4
Michael Steinhardt,3
Nik Storonsky,4
Sergei Sudarikov,4
Winarko Sulistyo,
Rustem Sulteev,3
Sam Tarascio,
Nutchamai Thanombooncharoen,3
Laurie Tisch,
Steven Tisch,
Robert Toll,3
Thomas Tull,
Thongma Vijitpongpun,
Thomas von Koch,
Wan Feng & family,
Wang Fuji,
Wang Jianyi,3
Wang Qunbin,3
Wang Ren-sheng,3
Wang Shumin,
Allan Wong,3
Wu Li-gann,3
Xiang Guangda,
Xiong Haitao,
Xu Guifen & family,
Yao Liangbo,
Yi Xianzhong & family,
Yu Xuefeng,
Yuan Jiandong & family,3
Alan Zekelman,4
Zhang Chuanwei & family,
Zhang Xi,4
Zhang Xuanning,
Zhao Dongping,
Zheng Jianjiang & family,
Zheng Xiaodong,
Zhou Minghua,3
Zhou Ruxin,4
Zhou Wen & family,
Zhou Yifeng & family,
Radhe Shyam Agarwal,3
Danna Azrieli,
Naomi Azrieli,
Sharon Azrieli,
Bai Houshan,
Binny Bansal,3
Eduardo Belmont Anderson,3
John Bicket,3
Sanjit Biswas,4
Lloyd Blankfein,3
Thomas Bruch,
Cai Hongbin,
Cao Jianwei,
Chen Jiancheng,4
Chen Jinshi & family,4
Chen Yuantai,
Cheng Antares,
Ron Corio,
Trudy Shan Dai,
Weili Dai,3
Henry Davis,3
Charles Dunstone,
Feng Yuxia,
Paul Fireman,
Richard Fortin,
Donald Friese,
Soichiro Fukutake,3
Antonio Gallardo Ballart,
Jorge Gallardo Ballart,
Gao Xingjiang,
Rahul Gautam,
Simona Giorgetta,
Anne Gittinger,3
Gaston Glock & family,
Radhe Shyam Goenka,3
David Golub,3
Guo Jianqiang,
Polys Haji-Ioannou,
Fahed Hariri,
Ho Kuang-chi,
Ming Hsieh,3
Hu Rongda & family,
Huang Qiaolong & family,
Mohammed Ibrahim,3
Hedda im Brahm-Droege,
Hiroshi Ishibashi,
Mitchell Jacobson,3
Jiang Xuefei & family,
Jin Lei & family,
Kenji Kasahara,3
Richard Kayne,3
Chang-soo Kim,3
Alexander Knauf,
Martin Knauf,
Robert Knauf,
Gennady Kozovoy,3
Eduard Kucera,
Lai Baosheng,
Lai Guogui & family,
Lam Lung On & family,
Michiel Le Roux,
Lee Ho-jin,4
Lee Joong-keun,5
Manfredi Lefebvre d'Ovidio,2
Nancy Lerner,5
Norma Lerner,
Randolph Lerner,3
Li Qiong,4
Li Wenmei & family,4
Lim Hariyanto Wijaya Sarwono,
Liu Shenghui,
Lou Boliang & family,
Low Tuck Kwong,
Lu Weiding,
Lv Yongxiang,
"Cargill MacMillan, III.",
John MacMillan,
Martha MacMillan,
William MacMillan,
Yasseen Mansour,3
John Martin,
Carsten Maschmeyer,
Bruce Mathieson,
John McConnell & family,
Takanori Nakamura,
Bruce Nordstrom,3
Madeleine Olsson Ericksson,
Ou Xueming,
Mats Paulsson & family,
Peng Hao,
"Ricardo Po, Sr. & family",
Forrest Preston,3
Enrico Preziosi,
Pu Shulin,
Qiu Lingyun,
Vera Rechulski Santo Domingo,
M.Satyanarayana Reddy,5
Ruan Hongxian & family,4
Chanchai Ruayrungruang,
Daisuke Sasaki,3
Jack Schuler,4
Neerja Sethi,3
Shin Dong-guk,
Edgar Sia II,
Michael S. Smith,2
Su Rubo,3
Sun Xishuang,
Sehat Sutardja,3
Susanto Suwarto,3
Tan Eng Kee,
Tan Yu Wei,
Yoshikazu Tanaka,
Hary Tanoesoedibjo,
Mehmet Sinan Tara,4
Shirou Terashita,3
Carl Thoma,3
Tseng Sing-ai,
Sunil Vachani,
Jan Van Geet,
Sekar Vembu,3
Wang Han,
Wang Jianliang,
Wang Kunxiao,
Wen Pengcheng & family,
Wen Yibo & family,3
Anne Werninghaus,
Dan Wilks,1
Wong Hei & family,
Wong Hong King,
Wu Chung-yi,3
Wu Eddie Yongming,
Eugene Wu,3
Wu Wei,
Xiao Guoqing,
George Yancopoulos,5
Yao Lisheng,4
Yu Faxiang,
Yuan Jinhua,3
Igor Yusufov,3
Zan Shengda,4
Zeng Huansha,
Zhang Xuewu,
Zhang Yuxiang & family,
Zhao Tongtong,
Tony Zhao,
Zhong Peifeng,
Zhou Ping & family,
Zhou Yahui,
Boris Zingarevich,4
Ahmet Nazif Zorlu,0
A. Jayson Adair,
Albert Avdolyan,4
Baiju Bhatt,3
"Wilbur 'Ed' Bosarge, Jr.",5
Ina Chan,
Chang Byung-gyu,3
Chung Mong-joon,5
Carmen Daurella Aguilera,
GT Dave,
Mukand Lal Dua,
Ramesh Kumar Dua,
Jose Elias,3
Larry Fink,4
Horst-Otto Gerberding,
Gim Seong-gon,3
Gou Yiqun,
Clelia Haji-Ioannou,
Hang Hong,
Ronnen Harary,3
David Harding,4
David Helgason,
Hou Jianbin,
Hur Young-in,3
Jiang Long,4
Morris Kahn,
Ashok Kajaria,3
T.S. Kalyanaraman,
Kim Kardashian West,
David Katzman,3
Bom Kim,3
Masatoshi Kumagai,"Drop Out, Osgoode Hall Law School"
Lev Kvetnoi,3
Vladimir Leschikov,3
Li Yinan,
Liu Qingfeng,
Jose Llado Fernandez-Urrutia,5
Kenneth Lo,
Ma Hong,
Sergei Makhlai,4
Rafique Malik,
Mao Huihua,
Michael McCain,
Mofatraj Munot,
Vitaly Orlov,3
George Pedersen,
David Penaloza Alanis,
Tyler Perry,
Maria Pinheiro,
Anton Rabie,3
Jorge Rodriguez Rodriguez,
Hartley Rogers,
Alan Rydge,
Shin Dong-joo,3
Scott Smith,
Zakhar Smushkin,4
Marco Squinzi,
Veronica Squinzi,4
Axel Stawski,
Manny Stul,1
Vlad Tenev,3
Rit Thirakomen,3
Tong Judy Wenhong,
Tsai Chi-jui,3
Surin Upatkoon,1
Ruben Vardanyan,4
Murat Vargi,
Vlad Vendrow & family,
Wang Qiangxiang,
Wang Wenjian,
J. Wayne Weaver,3
Sandy Weill,3
Xia Zhisheng & family,
Xu Jin,
Vadim Yakunin,3
Mark Haoyong Yang,
Yao Hsiao Tung,
Yu De-Chao,
Daniel Yong Zhang,
Zhang Yuqiang,
Zhao Meiguang,
Zhong Naixiong,
Zhou Wei family,
